0,1,2,3,4,5,6,7,8,9,10,11,12,13,__table_index__,14,15
342,167 大安區,學府段四小段186地號等土地,臺北市大安區新生南路三段,,109/10/26,,8,,2,6,,,,24,10,26
,,,,,,,,,,,,,,24,,113.32%
343,633 中正區,河堤段三小段133-2地號等土地 臺北市汀洲路二段,,,109/10/27,827.8,8,8,2,6,6,,,24,10,
,,,,,,,,,,,,,,24,,原容1.15
344,279 大安區,復興段二小段388地號等土地,臺北市忠孝東路四段,,109/10/27,10,8,,2,6,4,,,24,10,40
345,794 松山區,寶清段二小段122地號等土地,臺北市松山區南京東路五段,失其效力,109/10/30,,8,,2,8,6,3,,24,10,37
346,770 大同區,大同段二小段180地號等土地,臺北市大同區民權西路,,109/10/30,,8,,2,6,,3,,24,10,29
347,999 北投區,開明段二小段544地號等土地,臺北市北投區中和街,,109/11/2,,8,8,2,6,6,,,24,10,40
348,814 萬華區,華江段三小段374-3地號等土地 臺北市萬華區大理街,,,109/11/2,,8,10,2,6,6,,,24,10,40
349,607 士林區,天母段四小段469地號等土地,臺北市士林區中山北路七段,,109/11/5,,8,8,2,6,6,,,24,10,40
,,,,,,,,容積獎勵項目及額度(%)-依核准函為準,,,,,,25,,
案件,,,,,,,,,,,,,,25,時程,
,基地面積(㎡)行政區,地段地號,門牌地址,備註,核准日期,,4結,5基,6耐,,8智,9無,10捐,25,,
數,,,,,,原容大於法,,,,7綠,,,,25,+規,
,,,,,,,構評,地退,震設,,慧建,障礙,贈公,25,,總獎勵額度
,,,,,,容3,,,,建築,,,,25,模獎,
,,,,,,,估,縮,計,,築,設計,設地,25,,
,,,,,,,,,,,,,,25,勵,
350,370 信義區,永吉段四小段129-2地號等土地 臺北市信義區忠孝東路五段,,,109/11/5,,8,8,4,6,,,,25,10,36
351,160 文山區,博嘉段三小段608地號等土地,臺北市文山區和平東路四段,失其效力,109/11/6,,8,,2,4,,,,25,4,18
352,500 大同區,橋北段三小段584地號等土地,臺北市大同區延平北路三段,,109/11/9,,8,,10,6,6,,,25,10,40
353,1416 萬華區,莒光段二小段803地號等土地,臺北市萬華區興寧街,,109/11/9,,8,10,2,6,,3,,25,10,39
354,355 士林區,天母段三小段42地號等土地,臺北市士林區天母北路,失其效力,109/11/12,,8,8,4,6,,4,,25,10,40
355,171 大同區,大龍段一小段482地號等土地,臺北市大同區哈密街,,109/11/12,,8,,,,,,,25,8,16
356,200 北投區,文林段四小段42-2地號等土地,臺北市北投區西安街一段,,109/11/12,,8,,2,6,4,,,25,10,30
357,281 大同區,大龍段二小段698地號等土地,臺北市大同區哈密街,,109/11/16,,8,,2,6,4,4,,25,10,34
358,174 士林區,三玉段五小段403-6地號等土地 臺北市士林區德行東路,,,109/11/16,,8,,2,6,2,3,,25,10,31
359,86 信義區,祥和段二小段330地號等土地,臺北市信義區莊敬路,,109/11/17,10,8,,2,,,,5,25,10,35
360,1440 中山區,長春段一小段225地號等土地,臺北市中山區長春路,失其效力,109/11/17,,8,,2,6,,4,,25,10,30
361,533 士林區,天母段二小段66地號等土地,臺北市士林區天玉街,,109/11/17,,6,10,2,6,6,,,25,10,40
362,379 大安區,大安段二小段465地號等土地,臺北市大安區復興南路二段,,109/11/18,,8,,6,6,6,4,,25,10,40
363,267 大安區,仁愛段三小段575地號等土地,臺北市大安區安和路一段,,109/11/19,10,6,,4,6,4,5,,25,10,40
,,,,,,,容積獎勵項目及額度(%)-依核准函為準,,,,,,,26,,
案件,,,,,,,,,,,,,時程,26,,
,基地面積(㎡)行政區,地段地號門牌地址,備註,核准日期,,4結,5基,6耐,,8智,9無,10捐,,26,,
數,,,,,原容大於法,,,,7綠,,,,+規,26,,
,,,,,,構評,地退,震設,,慧建,障礙,贈公,,26,總獎勵額度,
,,,,,容3,,,,建築,,,,模獎,26,,
,,,,,,估,縮,計,,築,設計,設地,,26,,
,,,,,,,,,,,,,勵,26,,
364,431 士林區,三玉段五小段452地號等土地臺北市士林區中山北路六段,,109/11/19,,8,8,2,6,2,,4,10,26,40,
,,,,,,,,,,,,,,26,67.09%,
365,421 士林區,天母段四小段431地號等土地臺北市士林區天玉段,,109/11/19,1251.55,6,10,4,,,,,10,26,,
,,,,,,,,,,,,,,26,原容1.15,
366,174 大安區,金華段二小段416地號等土地臺北市大安區和平東路一段,,109/11/20,,8,,,,,,,10,26,18,
367,351 中山區,中山段一小段540地號等土地臺北市中山區中山北路二段,,109/11/20,,8,8,2,6,6,,,10,26,40,
368,425 萬華區,萬華段二小段1021地號等土地臺北市萬華區西園路,,109/11/23,,8,,,,,,,10,26,18,
369,1216.46 文山區,木柵段一小段757-1地號等土地 臺北市文山區久康街,,109/11/25,,8,8,6,6,,,,10,26,38,
370,309 信義區,祥和段二小段556地號等土地臺北市信義區莊敬路,,109/11/25,,8,8,2,4,8,,,10,26,40,
371,642.44 士林區,蘭雅段三小段401-1地號等土地 臺北市士林區文昌路,失其效力,109/11/27,,8,8,4,6,,3,,10,26,39,
372,201 松山區,敦化段一小段308地號等土地臺北市松山區興安街,失其效力,109/11/27,,8,,4,2,2,3,,10,26,29,
373,321 內湖區,康寧段三小段822地號等土地臺北市內湖區內湖路二段,失其效力,109/11/27,,8,,,,,,,10,26,18,
374,205 文山區,萬慶段三小段627地號等土地臺北市文山區育英街,失其效力,109/12/1,,8,,4,4,4,,,10,26,30,
375,211 大同區,延平段一小段266地號等土地臺北市大同區延平北路二段,失其效力,109/12/2,,8,,10,6,,,,10,26,34,
376,285 中正區,中正段一小段425地號等土地臺北市中正區紹興南街,,109/12/2,,8,8,2,6,6,,,10,26,40,
377,775 萬華區,直興段二小段22-1地號等土地臺北市萬華區長沙街二段,,109/12/3,,8,,10,6,8,,,8.5,26,40,
,,,,,,,容積獎勵項目及額度(%)-依核准函為準,,,,,,,27,,
案件,,,,,,,,,,,,,時程,27,,
,基地面積(㎡)行政區,地段地號門牌地址,備註,核准日期,,4結,5基,6耐,,8智,9無,10捐,,27,,
數,,,,,原容大於法,,,,7綠,,,,+規,27,,
,,,,,,構評,地退,震設,,慧建,障礙,贈公,,27,總獎勵額度,
,,,,,容3,,,,建築,,,,模獎,27,,
,,,,,,估,縮,計,,築,設計,設地,,27,,
,,,,,,,,,,,,,勵,27,,
378,297 松山區,敦化段一小段32地號等土地臺北市松山區民生東路三段,,109/12/3,10,8,8,2,,,3,,10,27,40,
379,7099 信義區,信義段四小段32地號等土地臺北市信義區信義路五段,,109/12/3,,10,,10,6,6,,,10,27,40,
380,383 文山區,萬慶段二小段676-1地號等土地 臺北市文山區萬慶街,,109/12/4,,8,,2,6,6,3,,10,27,35,
381,274 大同區,橋北段二小段600地號等土地臺北市大同區民權西路,,109/12/8,,8,,2,6,6,3,3.4,10,27,38.4,
,,,高記上海,,,,,,,,,,,27,,
382,294 大安區,金華段一小段217地號等土地臺北市大安區永康街,,109/12/8,,8,,,,,,,10,27,18,
,,,料理,,,,,,,,,,,27,,
383,154 中山區,吉林段二小段419地號等土地臺北市中山區松江路,,109/12/10,,8,,,,,,,10,27,18,
384,1003.25 中正區,城中段一小段262地號等土地臺北市中正區武昌街一段,,109/12/10,,8,,4,8,6,4,,10,27,40,
385,159 中山區,德惠段三小段64地號等土地臺北市中山區新生北路三段,,109/12/10,,8,,4,6,,,,10,27,28,
386,234 中山區,長安段一小段517地號等土地臺北市中山區龍江段,,109/12/10,10,8,,2,6,,,,10,27,36,
387,212 萬華區,莒光段二小段682-1地號等土地 臺北市萬華區莒光路,,109/12/10,,8,,10,6,4,3,,3.5,27,34.5,
388,916.15 士林區,永新段一小段452地號等土地臺北市士林區延平北路六段,,109/12/11,,8,,2,,,,5,10,27,25,
389,586.56 士林區,光華段二小段636地號等土地臺北市士林區福德路,,109/12/14,,8,8,2,6,6,,,10,27,40,
390,190 中山區,長安段三小段672地號等土地臺北市中山區吉林路,,109/12/14,,8,,10,6,6,,,10,27,40,
391,270 中山區,吉林段二小段733地號等土地臺北市中山區吉林路,,109/12/15,,8,8,4,6,4,,,10,27,40,
,,,,,,,,容積獎勵項目及額度(%)-依核准函為準,,,,,,28,,
案件,,,,,,,,,,,,,,28,時程,
,基地面積(㎡)行政區,地段地號,門牌地址,備註,核准日期,,4結,5基,6耐,,8智,9無,10捐,28,,
數,,,,,,原容大於法,,,,7綠,,,,28,+規,
,,,,,,,構評,地退,震設,,慧建,障礙,贈公,28,,總獎勵額度
,,,,,,容3,,,,建築,,,,28,模獎,
,,,,,,,估,縮,計,,築,設計,設地,28,,
,,,,,,,,,,,,,,28,勵,
392,724 大安區,學府段一小段46地號等土地,臺北市大安區基隆路二段,,109/12/16,,8,,4,6,6,3,,28,10,37
393,419.58 士林區,蘭雅段一小段552地號等土地,臺北市士林區磺溪路,,109/12/16,,6,8,10,6,,,,28,10,40
394,200 中山區,吉林段三小段274地號等土地,臺北市中山區新生北路二小段,,109/12/18,,8,,2,6,4,3,,28,10,33
395,862 中山區,長安段四小段189地號等土地,臺北市中正區松江路,,109/12/18,,8,,10,6,6,,,28,10,40
396,1006 松山區,寶清段四小段478地號等土地,臺北市松山區南京東路五段,,109/12/18,,8,,10,6,6,,,28,7.5,37.5
,,,,,,,,,,,,,,28,,130.80%
397,1457 中正區,南海段四小段76地號等土地,臺北市中正區南海路,,109/12/21,,8,,,,,,,28,10,
,,,,,,,,,,,,,,28,,原容1.15
398,282 信義區,吳興段一小段382-1地號等土地 臺北市信義區吳興街,,失其效力,109/12/22,,8,,,,,,,28,10,18
399,1373 中正區,公園段二小段132地號等土地,臺北市中正區襄陽路,失其效力,109/12/22,,8,,10,,,,,28,10,28
400,334 北投區,溫泉段二小段34地號等土地,臺北市北投區溫泉路,,109/12/22,,8,10,2,6,4,,,28,10,40
401,268 內湖區,碧湖段二小段749地號等土地,臺北市內湖路二小段,,109/12/22,,8,8,4,6,4,,,28,10,40
402,1950 士林區,永新段三小段395地號等土地,臺北市士林區社正路,失其效力,109/12/22,,8,,6,6,,,,28,10,30
403,427 中山區,長安段四小段51地號等土地,臺北市建國北路一段,失其效力,109/12/23,,8,8,2,6,4,,,28,10,38
404,357 大安區,學府段四小段160地號等土地,臺北市新生南路三段,,109/12/23,,8,8,10,,,,,28,10,36
405,156 萬華區,莒光段二小段357地號等土地,臺北市艋舺大道,失其效力,109/12/23,,8,,,,,,,28,10,18
,,,,,,,,容積獎勵項目及額度(%)-依核准函為準,,,,,,29,,
案件,,,,,,,,,,,,,,29,時程,
,基地面積(㎡)行政區,地段地號,門牌地址,備註,核准日期,,4結,5基,6耐,,8智,9無,10捐,29,,
數,,,,,,原容大於法,,,,7綠,,,,29,+規,
,,,,,,,構評,地退,震設,,慧建,障礙,贈公,29,,總獎勵額度
,,,,,,容3,,,,建築,,,,29,模獎,
,,,,,,,估,縮,計,,築,設計,設地,29,,
,,,,,,,,,,,,,,29,勵,
406,292 萬華區,莒光段二小段109-3地號等土地 臺北市萬華區大埔街,,失其效力,109/12/24,,8,,2,8,,3,,29,10,31
407,333 中山區,長春段一小段683-2地號等土地 臺北市中山區遼寧街,,,109/12/24,,8,8,4,6,4,,,29,10,40
,,,,,,,,,,,,,,29,,62.81%
408,206 大安區,通化段六小段358地號等土地,臺北市大安區樂利街,,109/12/25,553.61,8,8,2,,,,,29,10,
,,,,,,,,,,,,,,29,,原容1.15
409,410 萬華區,萬華段二小段512地號等土地,臺北市萬華區大理街,,109/12/29,,8,8,2,4,2,3,,29,10,37
410,815 文山區,景美段二小段152地號等土地,臺北市文山區景華街,,109/12/30,,8,8,4,6,,4,,29,10,40
411,2175 大安區,懷生段一小段726地號等土地,臺北市大安區忠孝東路三段,,109/12/31,,8,,10,8,,4,,29,10,40
412,667 大安區,學府段四小段111地號等土地,臺北市大安區和平東路二段,失其效力,110/1/6,,8,8,10,,,3,1,29,10,40
413,921 萬華區,萬大段二小段417地號等土地,臺北市萬華區萬大路,,110/1/8,,8,8,4,8,,3,,29,10,40
414,207 大安區,懷生段四小段162地號等土地,臺北市大安區建國南路一段,失其效力,110/1/8,10,8,,2,6,4,,,29,10,40
415,341 大安區,復興段三小段499地號等土地,臺北市大安區四維路,失其效力,110/1/13,,8,10,10,2,,,,29,10,40
,,,臺北市北投區中庸里永興路一,,,,,,,,,,,29,,
416,428.78 北投區,開明段二小段530-2地號等土地,,,110/1/13,,8,8,4,4,4,3,,29,10,40
,,,段,,,,,,,,,,,29,,
417,349 萬華區,漢中段二小段5-1地號等土地,臺北市萬華區貴陽街二小段,,110/1/13,,8,,2,8,,,,29,10,28
418,667 中正區,公園段三小段165地號等土地,臺北市中正區懷寧街,失其效力,110/1/15,,8,,2,,,,,29,10,20
419,413 大安區,大安段二小段85地號等土地,臺北市大安區四維路,,110/1/18,,8,8,2,6,6,,,29,10,40
,,,,,,,,容積獎勵項目及額度(%)-依核准函為準,,,,,,30,,
案件,,,,,,,,,,,,,,30,時程,
,基地面積(㎡)行政區,地段地號,門牌地址,備註,核准日期,,4結,5基,6耐,,8智,9無,10捐,30,,
數,,,,,,原容大於法,,,,7綠,,,,30,+規,
,,,,,,,構評,地退,震設,,慧建,障礙,贈公,30,,總獎勵額度
,,,,,,容3,,,,建築,,,,30,模獎,
,,,,,,,估,縮,計,,築,設計,設地,30,,
,,,,,,,,,,,,,,30,勵,
420,196 文山區,木柵段二小段90地號等土地,臺北市文山區指南路一小段,,110/1/18,,6,,,,,,,30,10,16
421,245 大同區,市府段二小段759地號等土地,臺北市大同長安西路,,110/1/20,,8,,10,8,,3,,30,10,39
422,160 大安區,仁愛段六小段355地號等土地,臺北市大安區敦化南路一段,,110/1/20,,8,,2,,,,5,30,10,25
423,1023 萬華區,青年段一小段66地號等土地,臺北市萬華區水源段,失其效力,110/1/20,,8,8,,,,,,30,10,26
424,147 大安區,懷生段三小段589地號等土地,臺北市大安區仁愛路三段,,110/1/22,,6,,4,6,6,3,,30,8,33
425,567 內湖區,碧湖段四小段962地號等土地,臺北市內湖區環山路二段,,110/1/22,,8,8,4,8,,3,,30,10,40
426,934 北投區,奇岩段三小段510地號等土地,臺北市北投區公舘路,,110/1/22,,8,8,10,6,,,,30,10,40
427,906 大安區,大安段一小段171地號等土地,臺北市大安區四維路,,110/1/22,10,8,8,4,,,,,30,10,40
428,151.11 士林區,芝蘭段一小段437地號等土地,臺北市士林區芝玉路二段,,110/1/22,,8,,2,4,4,3,,30,10,31
429,1118 中正區,城中段二小段583地號等土地,臺北市中正區桃源街,,110/1/22,,8,,2,6,,,,30,10,26
430,1295 北投區,文林段四小段460地號等土地,臺北市北投段石牌路一段,,110/1/22,,8,8,4,8,,3,,30,10,40
431,88 中山區,吉林段一小段194地號等土地,臺北市中山區民權東路二段,失其效力,110/1/25,,8,,4,4,4,,,30,10,30
432,446 中正區,中正段一小段272地號等土地,臺北市中正區紹興南路,,110/1/25,,8,10,2,6,4,,,30,10,40
433,198 中山區,長春段一小段474地號等土地,臺北市中山區長春路,,110/1/25,,8,,2,4,2,,,30,8,24
,,,,,,,,容積獎勵項目及額度(%)-依核准函為準,,,,,,31,,
案件,,,,,,,,,,,,,,31,時程,
,基地面積(㎡)行政區,地段地號,門牌地址,備註,核准日期,,4結,5基,6耐,,8智,9無,10捐,31,,
數,,,,,,原容大於法,,,,7綠,,,,31,+規,
,,,,,,,構評,地退,震設,,慧建,障礙,贈公,31,,總獎勵額度
,,,,,,容3,,,,建築,,,,31,模獎,
,,,,,,,估,縮,計,,築,設計,設地,31,,
,,,,,,,,,,,,,,31,勵,
,,,臺北市大安區誠安里市民大道,,,,,,,,,,,31,,
434,703 大安區,懷生段一小段176地號等土地,,,110/1/25,,8,8,2,6,6,0,,31,10,40
,,,三段,,,,,,,,,,,31,,
435,66.58 士林區,陽明段二小段350地號等土地,臺北市士林區舊佳里福壽街,失其效力,110/1/25,,8,,,,,,,31,8,16
436,237 大安區,瑞安段一小段334-2地號等土地 臺北市大安區建國南路二段,,,110/1/27,,8,,4,6,6,,,31,10,34
437,172 大同區,市府段三小段656地號等土地,臺北市大同區華陰街,,110/1/27,,8,,6,6,6,4,,31,10,40
438,261.08 大同區,橋北段二小段505地號等土地,臺北市大同區伊寧街,,110/1/27,,8,,2,4,2,,5,31,10,31
439,266 大同區,大龍段一小段90地號等土地,臺北市大同區哈密街,,110/1/27,,8,,2,,,3,,31,10,23
440,181 中山區,正義段三小段513地號等土地,臺北市中山區中北路一段,,110/1/27,,8,8,2,6,6,5,,31,9.5,40
441,559 大安區,復興段二小段377地號等土地,臺北市大安區忠孝東路四段,,110/1/27,,8,8,4,6,,4,,31,10,40
442,775 士林區,百齡段一小段64地號等土地,臺北市士林區大南路,,110/1/27,,8,10,4,6,,,,31,10,38
443,152 士林區,福林段三小段282地號等土地,臺北市士林區中山北路五段,,110/1/27,,8,,6,6,6,4,,31,10,40
444,105 中山區,中山段三小段415地號等土地,臺北市中山區中山北路二段,,110/1/27,,8,,,4,4,,,31,10,26
445,391 大同區,橋北段三小段581地號等土地,臺北市大同區延平北路三段,,110/1/28,,8,,2,6,6,3,,31,10,35
446,910 信義區,犂和段二小段529地號等土地,臺北市信義區崇德街,失其效力,110/1/28,,8,8,2,6,6,,,31,10,40
447,264 大安區,仁愛段五小段107地號等土地,臺北市大安區市民大道四段,失其效力,110/1/29,,8,,4,6,,,,31,10,28
,,,,,,,,容積獎勵項目及額度(%)-依核准函為準,,,,,,32,,
案件,,,,,,,,,,,,,,32,時程,
,基地面積(㎡)行政區,地段地號,門牌地址,備註,核准日期,,4結,5基,6耐,,8智,9無,10捐,32,,
數,,,,,,原容大於法,,,,7綠,,,,32,+規,
,,,,,,,構評,地退,震設,,慧建,障礙,贈公,32,,總獎勵額度
,,,,,,容3,,,,建築,,,,32,模獎,
,,,,,,,估,縮,計,,築,設計,設地,32,,
,,,,,,,,,,,,,,32,勵,
448,266 大同區,大龍段一小段620地號等土地,臺北市大同區哈密街,,110/1/29,,8,,,,,,,32,10,18
,,,,神旺大飯,,,,,,,,,,32,,525.84%
449,1733 大安區,仁愛段二小段573地號等土地,臺北市大安區忠孝東路四段,,110/1/29,14988.81,8,8,10,,,,,32,10,
,,,,店,,,,,,,,,,32,,原容1.15
450,119 萬華區,直興段一小段239地號等土地,臺北市萬華區西昌街,,110/1/29,,8,,,,,,,32,10,18
451,483 大安區,仁愛段一小段672地號等土地,臺北市大安區光復南路,失其效力,110/1/29,,8,,4,8,6,4,,32,10,40
452,505.67 文山區,興泰段一小段242地號等土地,臺北市文山區辛亥路四小段,,110/1/29,,8,,6,6,4,3,,32,10,37
453,113 內湖區,西湖段二小段314地號等土地,臺北市內湖區文湖街,,110/2/5,,8,,4,,,,,32,8,20
454,529 大同區,大同段二小段168地號等土地,臺北市大同區民權西路,,110/2/5,,8,8,2,6,6,,,32,10,40
455,862 大同區,文昌段二小段156地號等土地,臺北市大同段重慶北路三段,,110/2/5,,8,10,2,6,,,,32,10,36
456,526 士林區,蘭雅段一小段530地號等土地,臺北市士林區磺溪路,,110/2/5,,6,8,10,6,,,,32,10,40
457,306 內湖區,康寧段一小段396地號等土地,臺北市內湖區大湖街,,110/2/5,,8,,4,10,4,,,32,10,36
458,538 士林區,至善段三小段494地號等土地,臺北市士林區至善路二段,,110/2/5,,6,,4,,,,,32,10,20
459,935 大同區,大同段二小段898地號等土地,臺北市大同區重慶北路三段,,110/2/8,,8,8,2,6,6,,,32,10,40
460,457 南港區,新光段二小段278-5地號等土地 臺北市南港區成福路,,,110/2/8,,8,8,2,6,6,,,32,10,40
461,639 北投區,大業段三小段515地號等土地,臺北市北投區光明路,,110/2/8,,8,8,4,6,,5,,32,10,40
數,,,,,原容大於法,,,7綠,,,,+規,,33,,
,,,,,構評,地退,震設,,慧建,障礙,贈公,,總獎勵額度,33,,
,,,,容3,,,,建築,,,,模獎,,33,,
,,,,,估,縮,計,,築,設計,設地,,,33,,
,,,,,,,,,,,,勵,,33,,
462,343 士林區,天母段二小段195地號等土地,臺北市士林區天玉街,110/2/17,8,,8,,,,,10,26,33,,
463,311 大安區,金華段二小段343地號等土地,臺北市大安區和平東路一段,110/2/18,8,8,4,6,4,,,10,40,33,,
464,272 大安區,通化段一小段206地號等土地,臺北市大安區文昌街,110/2/26,8,8,2,4,2,,,10,34,33,,
465,255.16 萬華區,福星段一小段66-1地號等土地,臺北市萬華區洛陽街,110/3/3,8,,6,6,,4,,10,34,33,,
466,629 北投區,開明段三小段554地號等土地,臺北市北投區中和街,110/3/5,8,8,10,6,,,,10,40,33,,
467,1132 中正區,臨沂段三小段8地號等土地,臺北市中正區新生南路一段,110/3/5,8,,2,,8,,,10,28,33,,
468,728.54 中正區,臨沂段二小段88地號等土地,臺北市中正區濟南路二段,110/3/12,8,,10,6,6,,,10,40,33,,
469,376 內湖區,碧湖段三小段76地號等土地,臺北市內湖路二段,110/3/12,8,8,2,6,6,,,10,40,33,,
470,599.66 士林區,福林段三小段435地號等土地,臺北市士林區中山北路五段,110/3/19,6,8,4,6,6,,,10,40,33,,
471,333 中山區,長安段一小段80地號等土地,臺北市中山區遼寧街,110/3/25,8,8,2,4,2,4,,10,38,33,,
472,301.82 大同區,橋北段三小段591-2地號等土地 臺北市大同區民權西路,,110/3/26,8,,6,6,6,4,,10,40,33,,
473,3432 大安區,仁愛段一小段114地號等土地,臺北市大安區正聲里光復南路,110/3/26,8,10,2,6,8,,,10,40,33,,
474,523 大安區,仁愛段二小段634地號等土地,臺北市大安區敦化南路一段,110/3/26,8,8,2,6,6,,,10,40,33,,
475,115 大安區,通化段四小段381地號等土地,臺北市大安區通化街,110/3/30,8,,2,,,,,8,18,33,,
數,,,,,原容大於法,,,,7綠,,,,+規,34,,
,,,,,,構評,地退,震設,,慧建,障礙,贈公,,34,總獎勵額度,
,,,,,容3,,,,建築,,,,模獎,34,,
,,,,,,估,縮,計,,築,設計,設地,,34,,
,,,,,,,,,,,,,勵,34,,
,,,,,,,,,,,,,,34,166.96%,
476,910 士林區,天母段一小段230地號等土地臺北市士林區中山北路六段,,110/4/1,,8,8,2,6,,,,10,34,,
,,,,,,,,,,,,,,34,原容1.15,
477,256 南港區,玉成段四小段706地號等土地臺北市南港區東新街,,110/4/9,,8,,2,,,,,10,34,20,
478,197 中山區,吉林段五小段99地號等土地臺北市中山區新生北路二段,,110/4/12,,8,,10,6,6,,,10,34,40,
479,725 士林區,天山段一小段309地號等土地臺北市士林區中山北路七段,,110/4/27,,8,8,2,6,6,,,10,34,40,
480,1242.29 士林區,陽明段三小段379-6地號等土地 臺北市士林區美崙街,,110/4/29,,8,8,4,6,6,,,10,34,40,
481,390 中正區,永昌段六小段33地號等土地臺北市中正區中華路二段,,110/5/6,,8,8,2,6,6,,,8.5,34,38.5,
482,193 內湖區,碧湖段二小段787地號等土地臺北市內湖區內湖路二段,,110/5/7,,6,,10,8,6,,,8,34,38,
,,,國賓大飯,,,,,,,,,,,34,,
483,4805 中山區,中山段三小段315地號等土地臺北市中山區中山北路二段,,110/5/12,,8,,10,6,6,,,10,34,40,
,,,店,,,,,,,,,,,34,,
484,295.84 大同區,文昌段二小段14地號等土地臺北市大同區酒泉街,,110/5/13,,8,8,4,6,4,,,10,34,40,
485,452 士林區,至善段六小段336-15地號等土地 臺北市士林區故宮路,失其效力,110/5/13,,8,10,4,4,4,4,,10,34,40,
486,451 信義區,永吉段一小段274地號等土地臺北市信義區永吉路,,110/5/18,,8,8,10,4,,,,10,34,40,
487,591 北投區,大業段三小段232地號等土地臺北市北投區中正街,,110/5/24,,8,8,4,,,3,,10,34,33,
488,201 士林區,三玉段五小段620地號等土地臺北市士林區中山北路六段,,110/5/31,,8,,4,6,,,4.4,10,34,32.4,
489,1581 北投區,振興段三小段181地號等土地臺北市北投區東陽街,,110/5/31,555.41,8,8,10,6,,,,10,34,40,
數,,,,,,原容大於法,,,7綠,,,,+規,35,,
,,,,,,構評,地退,震設,,慧建,障礙,贈公,,35,總獎勵額度,
,,,,,容3,,,,建築,,,,模獎,35,,
,,,,,,估,縮,計,,築,設計,設地,,35,,
,,,,,,,,,,,,,勵,35,,
490,639 內湖區,康寧段一小段338地號等土地,臺北市內湖區大湖街,,110/5/31,8,8,2,6,6,,,10,35,40,
491,562 大安區,懷生段四小段321地號等土地,臺北市大安區新生南路一段,,110/6/4,7,10,4,6,,3,,10,35,40,
492,1849 萬華區,直興段一小段510地號等土地,臺北市萬華區康定路,,110/6/4,6,,2,6,,,,10,35,24,
493,86 萬華區,漢中段二小段860地號等土地,臺北市萬華區隆昌街,,110/6/9,8,,,,,,,8,35,16,
494,359 文山區,木柵段一小段666地號等土地,臺北市文山區木柵路三段,失其效力,110/6/16,6,8,2,6,4,3,,10,35,39,
495,2533 大同區,圓環段三小段292地號等土地,臺北市大同區南京西路,,110/6/17,8,,10,6,6,,,10,35,40,
496,1325 南港區,玉成段四小段584地號等土地,臺北市南港區東新街,,110/6/25,8,10,2,6,6,5,,10,35,40,
497,341 中山區,正義段三小段230地號等土地,臺北市中山區林森北路,,110/6/25,8,,2,8,6,3,1.17,10,35,38.17,
498,1699 大同區,玉泉段一小段963地號等土地,臺北市大同區鄭州街,,110/6/30,8,,10,6,6,,,10,35,40,
499,432 中山區,長安段一小段703地號等土地,臺北市中山區南京東路三段,,110/6/30,8,,2,4,,,,10,35,24,
500,472 士林區,天母段三小段11地號等土地,臺北市天母北路,,110/7/1,8,,6,8,8,,,10,35,40,
501,184 中山區,德惠段三小段166地號等土地,臺北市中山區新生北路三段,,110/7/1,,,,,,,,8,35,8,
502,266 中山區,正義段一小段429地號等土地,臺北市中山區長安東路一段,,110/7/5,8,,4,6,6,3,,10,35,37,
503,230 大同區,圓環段二小段10地號等土地,臺北市大同區赤峰路,,110/7/13,8,,,,,,,10,35,18,
,,,,,,容積獎勵項目及額度(%)-依核准函為準,,,,,,,,36,,
案件,,,,,,,,,,,,時程,,36,,
,基地面積(㎡)行政區,地段地號門牌地址,備註,核准日期,4結,5基,6耐,,8智,9無,10捐,,,36,,
數,,,,,原容大於法,,,7綠,,,,+規,,36,,
,,,,,構評,地退,震設,,慧建,障礙,贈公,,總獎勵額度,36,,
,,,,容3,,,,建築,,,,模獎,,36,,
,,,,,估,縮,計,,築,設計,設地,,,36,,
,,,,,,,,,,,,勵,,36,,
504,135 中山區,正義段一小段211地號等土地臺北市中山區林森北路,,110/7/13,8,,2,,,,,8,18,36,,
505,560 大同區,文昌段一小段214地號等土地臺北市大同區重慶北路三段,,110/7/13,999.538,,2,6,6,,,10,32,36,,
506,365 大安區,仁愛段三小段423地號等土地臺北市大安區信義路四段,失其效力,110/7/15,8,,4,8,6,4,,10,40,36,,
507,600 中山區,中山段三小段225地號等土地臺北市中山區民生東路一段~,,110/7/15,6,,10,8,6,,,10,40,36,,
508,288 北投區,文林段四小段199地號等土地臺北市北投區致遠一路二段,,110/7/19,8,8,2,6,4,3,,10,40,36,,
509,1453 大同區,文昌段二小段217地號等土地臺北市重慶北路三段,,110/7/20,8,,10,6,6,,,10,40,36,,
510,388 大同區,橋北段二小段509地號等土地臺北市大同區伊寧街,失其效力,110/7/22,8,,,,,,,10,18,36,,
511,934 北投區,立農段四小段382地號等土地臺北市北投區實踐街,,110/7/22,8,8,2,6,6,,,10,40,36,,
512,991 萬華區,華中段四小段395地號等土地臺北市萬華區環河南路三段,,110/7/26,8,8,2,6,6,,,10,40,36,,
513,613 文山區,木柵段一小段919-1地號等土地 臺北市文山區久康街,,110/7/28,8,8,2,6,6,,,10,40,36,,
514,347 信義區,雅祥段三小段60地號等土地臺北市信義區松隆路,,110/7/30,8,,2,,4,,,10,24,36,,
515,1324 文山區,木柵段二小段535地號等土地臺北市文山區保儀路,,110/8/2,8,10,4,8,,,,10,40,36,,
516,210 中山區,德惠段三小段94地號等土地臺北市中山區民族東路,失其效力,110/8/2,8,,,,,,,10,18,36,,
