0,1,2,3,4,5,6,7,8,9,10,11,12,13,__table_index__,14,15
863,1022 中正區,河堤段六小段499地號等土地,臺北市中正區廈門街,,112/8/30,,8,,10,6,6,,,61,10,40
864,381 中正區,福和段一小段427-1地號等土地 臺北市中正區羅斯福路三段,,,112/8/30,,8,8,2,4,,3,5,61,6.5,36.5
865,505 松山區,延吉段一小段581地號等土地,臺北市松山區光復南路,失其效力,112/8/30,,8,8,10,6,,,,61,7.5,37.5
866,648 中正區,公園段二小段652地號等土地,臺北市中正區漢口街一段,失其效力,112/8/30,,8,,10,6,6,,,61,8,38
867,202 中正區,南海段二小段243地號等土地,臺北市中正區南昌路二段,,112/8/30,,8,,2,8,6,,,61,6,30
數,,,,,,原容大於法,,,,7綠,,,,62,+規,
,,,,,,,構評,地退,震設,,慧建,障礙,贈公,62,,總獎勵額度
,,,,,,容3,,,,建築,,,,62,模獎,
,,,,,,,估,縮,計,,築,設計,設地,62,,
,,,,,,,,,,,,,,62,勵,
868,372 北投區,新民段三小段60地號等土地,臺北市北投區翠嶺路,失其效力,112/8/30,,8,8,2,6,6,,,62,6.5,36.5
869,275 中正區,南海段一小段257地號等土地,臺北市中正區杭州南路二段,,112/9/6,356.6,8,,2,,,,,62,6,16
870,556 大安區,復興段一小段434-1地號等土地 臺北市大安區復興南路一段,,,112/9/6,,8,8,10,,,,4,62,7.37,37.37
,,,臺北市中正區新生南路一段連,,,,,,,,,,,62,,
871,674 中正區,臨沂段三小段23地號等土地,,,112/9/6,10,8,8,2,,,3,,62,8,38
,,,雲街,,,,,,,,,,,62,,
872,1150 文山區,公訓段二小段123地號等土地,臺北市文山區興德路,,112/9/15,,6,,4,8,8,4,,62,10,40
873,386.33 士林區,華岡段三小段745地號等土地,臺北市士林區中庸一路,失其效力,112/9/23,,8,8,2,,,,,62,6.5,24.5
874,509.27 士林區,天山段二小段278地號等土地,臺北市士林區中山北路七段,,112/9/23,,8,,10,6,6,,,62,7.5,37.5
875,397 大同區,橋北段三小段684地號等土地,臺北市大同區民權西路伊寧街,,112/9/23,,8,,10,6,6,,,62,6.5,36.5
876,1122 中正區,臨沂段三小段464地號等土地,臺北市中正區信義路二段,,112/9/26,,8,,10,6,6,,,62,10,40
877,231 松山區,寶清段三小段175地號等土地,臺北市松山區南京東路五段,,112/9/26,,8,,10,6,,3,3,62,6,36
,,,臺北市萬華區貴陽街二段中華,,,,,,,,,,,62,,
878,676 萬華區,漢中段二小段76地號等土地,,失其效力,112/9/26,8,,,2,6,,,,62,8,24
,,,路一段,,,,,,,,,,,62,,
879,431 信義區,吳興段三小段48地號等土地,臺北市信義區景雲街,,112/9/26,,8,,2,6,6,,,62,5,27
880,916 士林區,三玉段五小段699地號等土地,臺北市士林區中山北路六段,,112/10/13,,8,8,10,6,,,,62,9.5,39.5
881,278.53 文山區,萬芳段三小段796-2地號等土地 臺北市文山區興隆路四段,,,112/10/27,,6,,4,,,,,62,6,16
數,,,,,原容大於法,,,,7綠,,,,+規,63,,
,,,,,,構評,地退,震設,,慧建,障礙,贈公,,63,總獎勵額度,
,,,,,容3,,,,建築,,,,模獎,63,,
,,,,,,估,縮,計,,築,設計,設地,,63,,
,,,,,,,,,,,,,勵,63,,
882,332.74 中正區,公園段二小段120地號等土地臺北市中正區南陽街,,112/10/27,,8,,10,6,2,,4.9,6.5,63,36.5,
883,800 中山區,吉林段四小段14地號等土地臺北市中山區民生東路二段,,112/11/3,,8,8,2,6,6,,,6,63,36,
884,591 信義區,虎林段四小段517地號等土地臺北市信義區永吉路,,112/11/6,,8,8,10,6,,,,7.5,63,37.5,
885,105 中山區,中山段三小段415地號等土地臺北市中山區中山北路二段,,112/11/13,,8,,10,6,6,,,6,63,36,
886,168 萬華區,萬華段一小段516-2地號等土地 臺北市萬華區昆明街,,112/11/13,,8,,10,6,4,3,,3.5,63,33.5,
887,493 信義區,祥和段三小段225地號等土地臺北市信義區五段,,112/11/16,10,8,8,2,2,,,,7,63,37,
888,172 中山區,長春段二小段820地號等土地臺北市中山區建國北路二段,失其效力,112/11/22,,8,,4,6,,3,,4,63,25,
,,南港段二小段598-1、602-1、台北市南港區南港路一段287巷,,,,,,,,,,,,63,,
889,716 南港區,,失其效力,112/11/29,,8,8,4,8,,3,,2,63,33,
,,603地號等3筆土地地號等土地2弄12號,,,,,,,,,,,,63,,
890,507 中山區,長安段三小段722地號等土地臺北市中山區吉林路,,112/12/4,,6,10,2,6,6,,,5.5,63,35.5,
891,322 松山區,美仁段二小段613地號等土地臺北市松山區南京東路四段,,112/12/5,,8,,2,8,6,,,6.5,63,30.5,
,,,,,,,,,,,,,,63,87.09%,
892,316 中正區,中正段一小段17地號等土地臺北市中正區泰安街,,112/12/6,1113.42,8,8,4,,,4,,6.5,63,,
,,,,,,,,,,,,,,63,原容1.15,
893,493 南港區,中南段一小段251地號等土地臺北市南港區中南街,,112/12/6,,8,8,10,4,,,,4,63,34,
894,612.24 士林區,華岡段四小段29地號等土地臺北市士林區仁民路,失其效力,112/12/6,,8,8,2,6,6,,,8,63,38,
895,96 大同區,雙連段二小段660地號等土地臺北市大同區寧夏街,失其效力,112/12/11,,8,,10,6,6,,,2,63,32,
,,,,,,,,容積獎勵項目及額度(%)-依核准函為準,,,,,,64,,
案件,,,,,,,,,,,,,,64,時程,
,基地面積(㎡)行政區,地段地號,門牌地址,備註,核准日期,,4結,5基,6耐,,8智,9無,10捐,64,,
數,,,,,,原容大於法,,,,7綠,,,,64,+規,
,,,,,,,構評,地退,震設,,慧建,障礙,贈公,64,,總獎勵額度
,,,,,,容3,,,,建築,,,,64,模獎,
,,,,,,,估,縮,計,,築,設計,設地,64,,
,,,,,,,,,,,,,,64,勵,
896,148 北投區,奇岩段三小段74地號等土地,臺北市北投區公館路,,112/12/15,,6,,4,6,2,,,64,2,20
897,693.16 北投區,崇仰段二小段447地號等土地,臺北市北投區奇岩路,,112/12/15,,8,8,2,6,6,,,64,10,40
898,549 大同區,橋北段二小段343地號等土地,臺北市大同區伊寧街、昌吉街,,112/12/15,,8,,10,6,6,,,64,7.5,37.5
,,,臺北市中正區忠孝東路二段、,,,,,,,,,,,64,,
899,585 中正區,臨沂段一小段455地號等土地,,,112/12/15,,8,,10,6,6,,,64,7.5,37.5
,,,杭州南路一段,,,,,,,,,,,64,,
900,77 大同區,大龍段一小段361地號等土地,臺北市大同區庫倫街,失其效力,112/12/22,,8,,,,,,,64,4,12
901,783 南港區,玉成段四小段710地號等土地,臺北市南港區東新街,,112/12/26,,8,8,10,6,,,,64,7.38,39.38
902,486 中正區,成功段一小段52地號等土地,臺北市中正區八德路一段,失其效力,112/12/26,,8,,2,10,10,,,64,7,37
903,395 大安區,懷生段三小段509地號等土地,臺北市大安區仁愛路三段,失其效力,112/12/27,,8,8,6,4,,4,,64,6.5,36.5
904,583 大同區,大龍段三小段625地號等土地,台北市大同區重慶北路三段,,113/1/11,,8,8,,,,,,64,7.5,23.5
905,418 文山區,興泰段一小段78地號等土地,臺北市文山區辛亥路四段,,113/1/11,,8,,4,8,2,3,,64,5,30
,,,,,,,,,,,,,,64,,49.84%
906,365 士林區,三玉段五小段512地號等土地,臺北市士林區中山北路六段,失其效力,113/1/11,1029.39,8,8,4,,,,,64,4.5,
,,,,,,,,,,,,,,64,,原容1.15
907,108 大安區,大安段一小段57地號等土地,臺北市大安區四維路,,113/1/11,,8,,10,6,6,,,64,2,32
908,1279.45 士林區,福林段三小段475-1地號等土地 臺北市士林區中山北路五段,,,113/1/16,,8,,10,8,4,,,64,10,40
909,305 內湖區,康寧段一小段115地號等土地,臺北市內湖區大湖山莊,,113/1/23,,6,10,4,6,4,,,64,4.5,34.5
,,,,,,,,容積獎勵項目及額度(%)-依核准函為準,,,,,,65,,
案件,,,,,,,,,,,,,,65,時程,
,基地面積(㎡)行政區,地段地號,門牌地址,備註,核准日期,,4結,5基,6耐,,8智,9無,10捐,65,,
數,,,,,,原容大於法,,,,7綠,,,,65,+規,
,,,,,,,構評,地退,震設,,慧建,障礙,贈公,65,,總獎勵額度
,,,,,,容3,,,,建築,,,,65,模獎,
,,,,,,,估,縮,計,,築,設計,設地,65,,
,,,,,,,,,,,,,,65,勵,
910,2546.88 北投區,桃源段五小段404地號等土地,台北市北投區中央北路四段,,113/1/26,,8,8,2,6,6,,,65,10,40
911,598 北投區,新民段三小段69地號等土地,臺北市北投區珠海路,,113/1/30,,8,8,2,6,,3,2.68,65,5.5,35.18
912,827.67 內湖區,碧湖段四小段10-3地號等土地,台北市內湖區麗山街,失其效力,113/1/31,,6,10,,,,,,65,7,23
913,428 萬華區,萬華段二小段921地號等土地,臺北市萬華區西園路一段,,113/2/6,,8,,10,6,6,,,65,9,39
,,,,北投大飯,,,,,,,,,,65,,
914,1415 北投區,溫泉段一小段169地號等土地,臺北市北投區光明路,店-失其,113/2/2,,8,,10,6,6,,,65,10,40
,,,,效力,,,,,,,,,,65,,
,,,臺北市萬華區峨嵋街、環河南,,,,,,,,,,,65,,
915,264 萬華區,福星段四小段199地號等土地,,,113/2/6,,8,,,,,,,65,4,12
,,,路一段,,,,,,,,,,,65,,
916,345 文山區,政大段三小段423地號等土地,臺北市文山區新光路一段,,113/3/6,,8,,10,6,,4,,65,6.5,34.5
917,263 松山區,寶清段七小段342地號等土地,臺北市松山區饒河街,,113/3/15,,8,,6,8,8,,,65,6,36
918,467 大同區,玉泉段一小段236地號等土地,台北市大同區天水路,,113/3/18,,8,,10,6,6,,,65,7,37
919,163 北投區,大業段二小段57地號等土地,臺北市北投區光明路,,113/3/20,,8,,4,2,2,3,5,65,4,28
920,585 內湖區,康寧段一小段23地號等土地,臺北市內湖區大湖山莊街,,113/3/20,,8,10,2,6,,3,,65,5.5,34.5
921,210 中山區,德惠段三小段94地號等土地,台北市中山區民族東路,,113/4/1,,8,,,,,,,65,6,14
922,240 大安區,金華段三小段13地號等土地,臺北市大安區信義路二段,,113/4/1,,8,,10,6,,,,65,4,28
923,519 內湖區,碧湖段三小段111地號等土地,臺北市內湖區內湖路二段,,113/4/12,,8,8,2,6,6,,,65,9.5,39.5
數,,,,,,原容大於法,,,,7綠,,,,66,+規,
,,,,,,,構評,地退,震設,,慧建,障礙,贈公,66,,總獎勵額度
,,,,,,容3,,,,建築,,,,66,模獎,
,,,,,,,估,縮,計,,築,設計,設地,66,,
,,,,,,,,,,,,,,66,勵,
924,269.91 文山區,萬芳段四小段80地號等土地,臺北市文山區和平東路四段,,113/4/12,,8,,4,6,,3,,66,6,27
925,306 信義區,吳興段二小段394地號等土地,臺北市信義區吳興街,失其效力,113/4/19,,8,,4,6,4,3,,66,6,31
926,251 松山區,西松段二小段556地號等土地,臺北市松山區南京東路五段,,113/4/19,,8,,10,4,2,,,66,6,30
927,568.68 中山區,長安段四小段181-1地號等土地 臺北市中山區松江路,,,113/4/19,,8,,10,6,6,,,66,5.5,35.5
928,386 北投區,新民段二小段144地號等土地,臺北市北投區翠嶺路,,113/4/19,,8,8,2,6,,,,66,4.5,28.4
929,4398.32 北投區,奇岩段一小段189地號等土地,臺北市北投區公館路,,113/4/25,,6,10,10,,,5,,66,10,40
930,320 中山區,正義段三小段499地號等土地,臺北市中山區天津街,,113/5/1,,8,,2,8,8,,,66,4.5,30.5
931,493 中山區,中山段二小段34地號等土地,臺北市中山區中山北路三段,,113/5/2,,8,,10,4,4,4,,66,7,37
932,489 北投區,秀山段二小段374地號等土地,臺北市北投區杏林三路,,113/5/2,,8,8,2,4,,,,66,5,27
933,1776 松山區,美仁段二小段501地號等土地,臺北市松山區八德路三段,,113/5/22,,8,,10,6,6,,,66,10,40
934,522 大同區,大同段一小段541地號等土地,臺北市大同區大龍街,,113/5/28,,8,8,2,6,6,,,66,4.5,34.5
935,133 士林區,三玉段四小段303地號等土地,臺北市士林區士東路,,113/6/24,,8,,4,,,,,66,2,14
,,,臺北市大同區西寧北路、南京,,,,,,,,,,,66,,
936,1159.62 大同區,迪化段三小段343-8地號等土地,,,113/6/25,,8,,10,6,6,,,66,8.5,38.5
,,,西路、迪化街一段,,,,,,,,,,,66,,
937,568 中正區,福和段二小段667地號等土地,臺北市中正區汀洲路三段,,113/6/27,,8,,,,,,,66,6.5,14.5
數,,,,原容大於法,,,7綠,,,,+規,,,67,,
,,,,構評,地退,震設,,慧建,障礙,贈公,,總獎勵額度,,67,,
,,,容3,,,,建築,,,,模獎,,,67,,
,,,,估,縮,計,,築,設計,設地,,,,67,,
,,,,,,,,,,,勵,,,67,,
938,1494 中山區,榮星段六小段122-2地號等土地 臺北市中山區民生東路二段,113/6/27,8,,10,8,8,,,10,40,,67,,
939,247 北投區,振興段三小段969-1地號等土地 臺北市北投區懷德街,113/7/1,8,,2,4,4,3,,4,25,,67,,
940,297 內湖區,康寧段一小段392地號等土地臺北市內湖區大湖街,113/7/8,6,8,10,6,,,,4,34,,67,,
941,390 士林區,天山段二小段320-3地號等土地 臺北市士林區天母東路,113/7/11,8,,10,6,6,,,4.5,34.5,,67,,
942,186 北投區,新民段三小段386-1地號等土地 臺北市北投區復興一路,113/7/18,6,,,,,,,2,8,,67,,
943,112 士林區,光華段三小段431地號等土地臺北市士林區文林路,113/7/18,8,,10,4,4,3,,2,31,,67,,
,,臺北市大同區重慶北路二段、,,,,,,,,,,,,67,,
944,352 大同區,雙連段三小段706地號等土地,113/7/18,8,,10,6,6,,,4.5,34.5,,67,,
,,歸綏街,,,,,,,,,,,,67,,
,,,,,,,,,,,,59.05%,,67,,
945,809.06 中山區,正義段一小段287地號等土地臺北市中山區長安東路一段,113/7/23,657.078,,2,6,6,3,,7,,,67,,
,,,,,,,,,,,,原容1.15,,67,,
946,86 士林區,蘭雅段一小段122地號等土地臺北市士林區克強路,113/7/26,8,,,,,,,2,10,,67,,
947,160 文山區,博嘉段三小段608地號等土地臺北市文山區和平東路四段,113/8/8,8,,2,6,,,,2,18,,67,,
,,台北市中正區寶慶路、延平南,,,,,,,,,,,,67,,
948,3660 中正區,城中段三小段23地號等土地,遠東百貨113/8/8,8,,,,,,,10,18,,67,,
,,路,,,,,,,,,,,,67,,
949,332 大安區,通化段三小段535地號等土地臺北市大安區樂利路,113/8/8,8,8,4,6,,4,,4.5,34.5,,67,,
950,601 大同區,文昌段二小段214地號等土地臺北市大同區重慶北路三段,114/4/10,8,,10,6,6,,,5,35,,67,,
951,200 大同區,大同段一小段408地號等土地台北市大同區承德路三段,113/8/14,8,,,,,,,4,12,,67,,
,,,,,,,,容積獎勵項目及額度(%)-依核准函為準,,,,,,68,,
案件,,,,,,,,,,,,,,68,時程,
,基地面積(㎡)行政區,地段地號,門牌地址,備註,核准日期,,4結,5基,6耐,,8智,9無,10捐,68,,
數,,,,,,原容大於法,,,,7綠,,,,68,+規,
,,,,,,,構評,地退,震設,,慧建,障礙,贈公,68,,總獎勵額度
,,,,,,容3,,,,建築,,,,68,模獎,
,,,,,,,估,縮,計,,築,設計,設地,68,,
,,,,,,,,,,,,,,68,勵,
952,301 內湖區,康寧段一小段411地號等土地,臺北市內湖區大湖街,,113/8/20,,8,8,4,4,6,,,68,3,33
953,1652 內湖區,東湖段六小段240地號等土地,臺北市內湖區康寧段三段,,113/8/22,,8,8,2,6,6,,,68,8,38
954,166.2 文山區,木柵段一小段772地號等土地,臺北市文山區久康街,,113/9/4,,8,,2,6,,,,68,2,18
,,,臺北市北投區自強街、承德路,,,,,,,,,,,68,,
955,1550.24 北投區,文林段五小段286地號等土地,,,113/9/10,,8,8,10,6,,,,68,10,40
,,,七段,,,,,,,,,,,68,,
956,1023 萬華區,青年段一小段66地號等土地,臺北市萬華區水源路,,113/9/18,,8,8,10,6,,,,68,8,38
957,283 大安區,復興段三小段387地號等土地,臺北市大安區信義路四段,,113/9/18,,8,,10,6,6,,,68,4,34
958,188.03 北投區,行義段二小段170地號等土地,臺北市北投區行義路,,113/9/22,,8,,,,,,,68,2,10
959,728 文山區,興安段三小段230地號等土地,臺北市景華街,,113/9/27,,8,8,4,6,6,,,68,6.5,36.5
960,597 文山區,景美段三小段143地號等土地,臺北市文山區景美街,,113/9/27,,8,,10,6,6,,,68,5.5,33.6
961,886 萬華區,福星段二小段363地號等土地,臺北市萬華區西寧南路,,113/9/27,,8,,10,6,6,,,68,7,37
962,377 大安區,仁愛段三小段579地號等土地,臺北市大安區安和路一段,,113/9/27,,8,8,4,,6,4,,68,3.5,33.5
963,452 中山區,長安段一小段338地號等土地,臺北市中山區遼寧街,,113/10/7,,8,8,4,6,,4,,68,5,35
964,179 信義區,三興段三小段203地號等土地,臺北市信義區嘉興街,,113/10/8,,8,,10,4,4,,,68,2,28
,,,臺北市中正區延平南路、貴陽,,,,,,,,,,,68,,
965,6848 中正區,城中段三小段32-2地號等土地,,,113/10/24,,8,,,,,,,68,10,18
,,,街一段,,,,,,,,,,,68,,
,,,,,,,,容積獎勵項目及額度(%)-依核准函為準,,,,,,69,,
案件,,,,,,,,,,,,,,69,時程,
,基地面積(㎡)行政區,地段地號,門牌地址,備註,核准日期,,4結,5基,6耐,,8智,9無,10捐,69,,
數,,,,,,原容大於法,,,,7綠,,,,69,+規,
,,,,,,,構評,地退,震設,,慧建,障礙,贈公,69,,總獎勵額度
,,,,,,容3,,,,建築,,,,69,模獎,
,,,,,,,估,縮,計,,築,設計,設地,69,,
,,,,,,,,,,,,,,69,勵,
966,1278 中正區,公園段三小段173地號等土地,臺北市中正區重慶南路一段,,113/10/29,,8,,10,6,6,,,69,8,38
967,317 松山區,寶清段七小段340地號等土地,臺北市松山區饒河街,,113/11/5,,8,,10,,,,,69,4.5,22.5
968,359 大安區,懷生段一小段86地號等土地,台北市大安區安東街,,113/11/14,,6,8,10,6,,,,69,6.5,36.5
969,1018 萬華區,直興段一小段76地號等土地,臺北市萬華區康定路,,113/11/18,,8,,10,,,,,69,8,26
970,202.34 北投區,振興段三小段321地號等土地,臺北市北投區懷寧街,,113/11/18,,8,,2,6,4,,,69,4,24
971,176 北投區,奇岩段三小段16地號等土地,臺北市北投區公館路,,113/11/21,,8,,2,6,4,,,69,1,21
972,238 大安區,大安段一小段89地號等土地,臺北市大安區四維路,,113/11/26,,8,,10,8,,,,69,4,30
973,788 中山區,吉林段四小段8地號等土地,臺北市中山區民生東路二段,,113/12/4,,8,8,10,6,,,,69,6.5,36.5
974,362 士林區,至善段三小段414地號等土地,臺北市士林區至善路二段,,113/12/4,,8,8,4,6,4,,,69,3.5,33.5
975,177 中山區,長安段三小段588地號等土地,臺北市中山區吉林路,,113/12/4,,8,,10,6,6,,,69,1,31
,,,,,,,,,,,,,,69,,116.41%
976,353 中山區,吉林段三小段382地號等土地,臺北市中山區吉林路,,113/12/11,1468.67,8,,10,6,,4,,69,3.5,
,,,,,,,,,,,,,,69,,原容1.15
977,301 文山區,興隆段三小段1-47地號等土地,臺北市文山區萬盛街,,113/12/16,,8,,,,,,,69,3.5,11.5
978,120 士林區,陽明段一小段485地號等土地,臺北市士林區中山北路五段,,113/12/16,,8,,10,,,,,69,1.89,19.89
,,,,,,,,,,,,,,69,,180.51%
979,459 中山區,德惠段二小段39地號等土地,臺北市中山區德惠街,,113/12/16,1576.18,8,8,2,6,,,,69,5,
,,,,,,,,,,,,,,69,,原容1.15
,,,,,,,,容積獎勵項目及額度(%)-依核准函為準,,,,,,70,,
案件,,,,,,,,,,,,,,70,時程,
,基地面積(㎡)行政區,地段地號,門牌地址,備註,核准日期,,4結,5基,6耐,,8智,9無,10捐,70,,
數,,,,,,原容大於法,,,,7綠,,,,70,+規,
,,,,,,,構評,地退,震設,,慧建,障礙,贈公,70,,總獎勵額度
,,,,,,容3,,,,建築,,,,70,模獎,
,,,,,,,估,縮,計,,築,設計,設地,70,,
,,,,,,,,,,,,,,70,勵,
980,780 信義區,吳興段二小段828地號等土地,臺北市信義區吳興街,,113/12/24,,8,8,10,6,,,,70,6.5,36.5
981,1163 萬華區,直興段二小段261地號等土地,臺北市萬華區西園路一段,,114/1/9,,8,,10,6,6,,,70,8.5,38.5
982,609.16 文山區,興隆段一小段2-1地號等土地,臺北市文山區福興路,,114/1/15,,6,10,10,,,4,,70,4.5,34.5
,,,臺北市中山區南京東路二段、,,,,,,,,,,,70,,
983,453 中山區,吉林段五小段201地號等土地,,,114/1/17,,8,8,10,4,,,,70,5,35
,,,新生北路二段,,,,,,,,,,,70,,
984,313 北投區,秀山段一小段142地號等土地,臺北市北投區中和街,,114/1/17,,8,8,4,6,4,,,70,3.5,33.5
985,982.73 北投區,立農段四小段14地號等土地,臺北市北投區吉利街,,114/1/21,,8,10,10,,,3,,70,9,39
986,388.72 士林區,永新段四小段48-1地號等土地,臺北市士林區社中街,,114/2/11,10,8,,10,,,,,70,4.5,32.5
987,400 士林區,三玉段四小段524地號等土地,臺北市士林區中山北路六段,,114/2/19,,8,,,,,,,70,4,12
988,251 中正區,成功段二小段65地號等土地,臺北市中正區青島東路,,114/3/3,,8,,10,6,4,3,,70,3,33
989,488.23 士林區,天玉段一小段67地號等土地,台北市士林區中山北路七段,,114/3/10,,6,,2,6,6,3,,70,5,28
990,517 萬華區,華中段二小段140地號等土地,臺北市萬華區寶興街,,114/3/10,,8,10,2,6,,4,,70,5.5,35.5
991,118 松山區,寶清段五小段121地號等土地,臺北市松山區南京東路五段,,114/3/10,,8,,2,2,,,,70,1,13
992,244 內湖區,碧湖段三小段253地號等土地,臺北市內湖區麗山街,,114/3/10,,8,,10,6,6,,,70,3,33
993,1053 信義區,吳興段三小段164地號等土地,臺北市信義區松仁路,,114/3/11,,8,8,2,6,6,,,70,8,38
數,,,,原容大於法,,,,7綠,,,,+規,,71,,
,,,,,構評,地退,震設,,慧建,障礙,贈公,,總獎勵額度,71,,
,,,,容3,,,,建築,,,,模獎,,71,,
,,,,,估,縮,計,,築,設計,設地,,,71,,
,,,,,,,,,,,,勵,,71,,
994,400 內湖區,康寧段一小段93-14地號等土地 臺北市內湖區大湖山莊街,114/3/14,,8,8,4,6,4,,,4,34,71,,
995,776.96 松山區,民生段64-2地號等土地臺北市松山區民生東路五段,114/3/25,,8,10,2,6,,4,,6.5,36.5,71,,
996,820.38 北投區,行義段一小段254地號等土地臺北市北投區行義路,114/3/25,,8,8,2,6,6,,,6,36,71,,
997,341 內湖區,康寧段一小段321地號等土地臺北市內湖區大湖街,114/3/25,,8,8,10,,,4,,3.5,33.5,71,,
998,2081 信義區,犁和段二小段470地號等土地台北市信義區富陽街,114/4/10,,8,10,10,6,,,,10,40,71,,
999,708 大同區,市府段三小段601地號等土地台北市大同區重慶北路一段,114/4/16,,8,,10,6,6,,,6.5,36.5,71,,
1000,1297 文山區,政大段四小段254地號等土地臺北市文山區新光路一段,114/4/17,,8,8,2,6,6,,,9,39,71,,
1001,527 信義區,祥和段四小段423-4地號等土地 台北市信義區青雲街,114/4/18,,8,,6,,,,,4.5,18.5,71,,
1002,258 信義區,永吉段二小段773地號等土地臺北市信義區永吉路,114/4/23,,8,,10,8,4,,,3,33,71,,
1003,110 中山區,中山段三小段230地號等土地臺北市中山區中山北路二段,114/5/5,,8,,10,6,6,,,1,31,71,,
1004,943 萬華區,福星段四小段40地號等土地臺北市萬華區武昌街二段,114/5/19,,8,,4,6,6,,,7.5,31.5,71,,
1005,659 中正區,福和段一小段46地號等土地臺北市中正區汀洲路三段,114/5/19,,6,8,10,6,,,,4.5,34.5,71,,
,,,,,,,,,,,,,61.52%,71,,
1006,289 中山區,德惠段三小段583地號等土地臺北市中山區新生北路三段,114/5/22,887.73,8,8,2,4,,,,3,,71,,
,,,,,,,,,,,,,原容1.15,71,,
1007,260 中正區,公園段二小段168地號等土地臺北市中正區南陽街,114/6/3,,8,,10,4,4,,,3,29,71,,
數,,,,,原容大於法,,,,7綠,,,,+規,72,,
,,,,,,構評,地退,震設,,慧建,障礙,贈公,,72,總獎勵額度,
,,,,,容3,,,,建築,,,,模獎,72,,
,,,,,,估,縮,計,,築,設計,設地,,72,,
,,,,,,,,,,,,,勵,72,,
1008,288 大同區,延平段一小段193地號等土地,臺北市大同區涼州街,114/6/3,,8,,10,6,6,,,3,72,33,
1009,509 大同區,延平段二小段977地號等土地,臺北市大同區環河北路一段,114/6/13,,8,,10,6,6,,,4.5,72,34.5,
1010,338 內湖區,康寧段一小段264地號等土地,臺北市內湖區大湖街,114/6/17,,8,,4,4,,,,3.5,72,19.5,
1011,503 中正區,公園段二小段592地號等土地,臺北市中正區重慶南路一段,114/6/18,,8,,4,6,6,3,,4.5,72,31.5,
1012,2087.82 士林區,至善段二小段377地號等土地,臺北市士林區至善路二段,114/7/2,,6,10,,,,,,10,72,26,
1013,576 北投區,新民段四小段208地號等土地,臺北市北投區幽雅路,114/7/9,,8,8,4,6,,4,,7.5,72,37.5,
1014,251 大同區,雙連段二小段660地號等土地,臺北市大同區寧夏街,114/7/9,,8,,10,4,4,3,,3,72,32,
1015,596 大安區,仁愛段六小段118地號等土地,臺北市大安區延吉街,114/7/10,,8,,10,4,6,3,,8,72,38,
1016,156 萬華區,莒光段二小段357地號等土地,臺北市艋舺大道,114/7/10,,8,,,,,,,1,72,9,
1017,313 內湖區,康寧段一小段3地號等土地,臺北市內湖區大湖山莊街,114/7/10,,8,,10,4,4,4,,3.5,72,33.5,
1018,169 大安區,復興段三小段652地號等土地,臺北市大安區復興南路一段,114/7/31,,8,,2,8,4,,,1,72,23,
,,,臺北市大安區忠孝東路四段、,,,,,,,,,,,72,,
1019,268 大安區,仁愛段六小段300地號等土地,,114/8/8,,8,,10,8,4,,,3,72,33,
,,,敦化南路一段,,,,,,,,,,,72,,
1020,430 中正區,南海段一小段354地號等土地,臺北市中正區羅斯福路一段,114/8/8,,8,,10,,,,,4,72,22,
1021,2739 士林區,陽明段三小段468地號等土地,臺北市士林區中正路,114/8/15,,8,10,10,6,,,,10,72,40,
,,,,,,,,容積獎勵項目及額度(%)-依核准函為準,,,,,,73,,
案件,,,,,,,,,,,,,,73,時程,
基地面積(㎡),行政區,地段地號,門牌地址,備註,核准日期,,4結,5基,6耐,,8智,9無,10捐,73,,
數,,,,,,原容大於法,,,,7綠,,,,73,+規,
,,,,,,,構評,地退,震設,,慧建,障礙,贈公,73,,總獎勵額度
,,,,,,容3,,,,建築,,,,73,模獎,
,,,,,,,估,縮,計,,築,設計,設地,73,,
,,,,,,,,,,,,,,73,勵,
1022,293.11 中正區,公園段二小段80地號等土地,臺北市中正區南陽街,,114/8/27,,8,,10,6,4,,2.41,73,3,33
1023,809 大同區,玉泉段二小段600地號等土地,臺北市大同區貴德街,,114/8/27,,8,8,2,6,6,,,73,6,36
1024,703 大安區,瑞安段二小段700地號等土地,臺北市大安區復興南路二段,,114/8/27,,8,,10,6,6,,,73,5.5,35.5
,,,臺北市大同區天水路、南京西,,,,,,,,,,,73,,
1025,237 大同區,玉泉段一小段123地號等土地,,,114/8/29,,8,,4,4,,3,1.35,73,3,23.35
,,,路,,,,,,,,,,,73,,
1026,767 大安區,辛亥段六小段28-1地號等土地,臺北市大安區和平東路三段,,114/9/1,,8,8,10,6,,,,73,5.5,35.5
1027,280 信義區,吳興段三小段23地號等土地,臺北市信義區景雲街,,114/9/1,,8,8,2,8,4,,,73,2,32
1028,282.64 信義區,雅祥段二小段265地號等土地,臺北市信義區永吉路,,114/9/5,,8,,2,,,,,73,1,11
1029,211 士林區,永平段二小段102地號等土地,臺北市士林區延平北路六段,,114/9/8,,8,,10,6,,,,73,3,27
1030,204 松山區,延吉段一小段227地號等土地,臺北市松山區八德路三段,,114/9/9,,8,,10,6,4,,5,73,3,31
1031,407 中山區,長安段四小段324地號等土地,臺北市中山區松江路,,114/9/18,,8,8,10,4,,,,73,4,34
1032,1567 大安區,辛亥段六小段26-21地號等土地 臺北市大安區富陽街,,,114/9/18,,8,8,10,6,,,,73,9.5,39.5
